         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	         Alk	          Nd	          Ni	          Na	          Ca	          Al	          Si	        C(4)	          Fe	          Mg	       Hfo_s	      m_Ca+2	     m_HCO3-	 m_Hfo_sONi+	 m_Hfo_wONi+	m_Hfo_sONd+2	m_Hfo_wONd+2	Ferrihydrite	d_Ferrihydrite	  Chalcedony	d_Chalcedony	   Allo-1.64	 d_Allo-1.64	       O2(g)	     d_O2(g)	     Calcite	   d_Calcite	   si_CO2(g)	    si_O2(g)	 si_Olivine1	  k_Olivine1	 dk_Olivine1	  k_Olivine2	 dk_Olivine2	  k_Olivine3	 dk_Olivine3	  k_Olivine4	 dk_Olivine4	  k_Olivine5	 dk_Olivine5	  k_Olivine6	 dk_Olivine6	  k_Olivine7	 dk_Olivine7	k_Monazite-Nd	dk_Monazite-Nd	  k_Ni-proxy	 dk_Ni-proxy	         day	    Rate_Oli	   Rate_Oli1	   Rate_Oli2	   Rate_Oli3	   Rate_Oli4	   Rate_Oli5	   Rate_Oli6	Total_Rate_Oli	
           1	      transp	           1	       0.025	           0	           0	     7.45677	      12.819	  0.00106751	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  7.3207e-08	  5.1888e-05	  1.1058e-03	  8.9595e-07	  1.5275e-03	  2.7994e-28	  4.9488e-03	  9.5420e-04	  3.6668e-31	  7.4866e-33	  2.0384e-30	  2.8138e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8007e-06	  2.8007e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -2.7220	     -2.0000	    -11.7321	  3.6000e-03	  0.0000e+00	  9.4000e-03	  0.0000e+00	  1.7800e-02	  0.0000e+00	  2.9100e-02	  0.0000e+00	  3.0700e-02	  0.0000e+00	  2.1800e-02	  0.0000e+00	  4.5000e-03	  0.0000e+00	  1.1340e-01	  0.0000e+00	  1.1340e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           2	       0.075	           0	           0	     7.09644	     13.1793	  0.00106739	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  3.2817e-08	  5.1864e-05	  1.2026e-03	  8.9595e-07	  1.5275e-03	  2.8060e-28	  4.9518e-03	  9.6674e-04	  1.5995e-31	  3.2658e-33	  1.8922e-30	  2.6120e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8209e-06	  2.8209e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -2.3560	     -2.0000	    -13.0364	  3.6000e-03	  0.0000e+00	  9.4000e-03	  0.0000e+00	  1.7800e-02	  0.0000e+00	  2.9100e-02	  0.0000e+00	  3.0700e-02	  0.0000e+00	  2.1800e-02	  0.0000e+00	  4.5000e-03	  0.0000e+00	  1.1340e-01	  0.0000e+00	  1.1340e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           3	       0.125	           0	           0	     6.92809	     13.3477	  0.00106736	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  2.2878e-08	  5.1858e-05	  1.2798e-03	  8.9595e-07	  1.5275e-03	  5.3909e-28	  4.9525e-03	  9.7042e-04	  1.5061e-31	  3.0751e-33	  3.4557e-30	  4.7702e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8259e-06	  2.8259e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -2.1860	     -2.0000	    -13.6489	  3.6000e-03	  0.0000e+00	  9.4000e-03	  0.0000e+00	  1.7800e-02	  0.0000e+00	  2.9100e-02	  0.0000e+00	  3.0700e-02	  0.0000e+00	  2.1800e-02	  0.0000e+00	  4.5000e-03	  0.0000e+00	  1.1340e-01	  0.0000e+00	  1.1340e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           4	       0.175	           0	           0	     6.82789	     13.4479	  0.00106734	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.8601e-08	  5.1855e-05	  1.3415e-03	  8.9595e-07	  1.5275e-03	  2.8174e-28	  4.9529e-03	  9.7218e-04	  8.6189e-32	  1.7597e-33	  1.7257e-30	  2.3821e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8280e-06	  2.8280e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -2.0850	     -2.0000	    -14.0147	  3.6000e-03	  0.0000e+00	  9.4000e-03	  0.0000e+00	  1.7800e-02	  0.0000e+00	  2.9100e-02	  0.0000e+00	  3.0700e-02	  0.0000e+00	  2.1800e-02	  0.0000e+00	  4.5000e-03	  0.0000e+00	  1.1340e-01	  0.0000e+00	  1.1340e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           5	       0.225	           0	           0	     6.76433	     13.5114	  0.00106734	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.6384e-08	  5.1854e-05	  1.3884e-03	  8.9595e-07	  1.5275e-03	  2.8214e-28	  4.9530e-03	  9.7317e-04	  7.4455e-32	  1.5202e-33	  1.6765e-30	  2.3142e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8292e-06	  2.8292e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -2.0210	     -2.0000	    -14.2472	  3.6000e-03	  0.0000e+00	  9.4000e-03	  0.0000e+00	  1.7800e-02	  0.0000e+00	  2.9100e-02	  0.0000e+00	  3.0700e-02	  0.0000e+00	  2.1800e-02	  0.0000e+00	  4.5000e-03	  0.0000e+00	  1.1340e-01	  0.0000e+00	  1.1340e-01	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           6	       0.275	           0	           0	      6.7216	     13.5541	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.5081e-08	  5.1853e-05	  1.4240e-03	  8.9595e-07	  1.5275e-03	  2.8245e-28	  4.9531e-03	  9.7377e-04	  6.7480e-32	  1.3778e-33	  1.6411e-30	  2.2654e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8298e-06	  2.8298e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -1.9780	     -2.0000	    -14.4038	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           7	       0.325	           0	           0	     6.69278	      13.583	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.4279e-08	  5.1852e-05	  1.4500e-03	  8.9595e-07	  1.5275e-03	  2.8268e-28	  4.9532e-03	  9.7416e-04	  6.3146e-32	  1.2893e-33	  1.6162e-30	  2.2310e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8302e-06	  2.8302e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -1.9490	     -2.0000	    -14.5095	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           8	       0.375	           0	           0	     6.67389	     13.6019	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3786e-08	  5.1852e-05	  1.4680e-03	  8.9595e-07	  1.5275e-03	  2.8284e-28	  4.9532e-03	  9.7441e-04	  6.0459e-32	  1.2344e-33	  1.5995e-30	  2.2079e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8304e-06	  2.8304e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -1.9300	     -2.0000	    -14.5788	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           9	       0.425	           0	           0	     6.65997	     13.6158	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3438e-08	  5.1852e-05	  1.4818e-03	  8.9595e-07	  1.5275e-03	  2.8296e-28	  4.9532e-03	  9.7459e-04	  5.8552e-32	  1.1955e-33	  1.5869e-30	  2.1905e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8306e-06	  2.8306e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -1.9160	     -2.0000	    -14.6299	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	          10	       0.475	           0	           0	     6.65102	     13.6247	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3221e-08	  5.1852e-05	  1.4908e-03	  8.9595e-07	  1.5275e-03	  2.8304e-28	  4.9532e-03	  9.7470e-04	  5.7358e-32	  1.1711e-33	  1.5787e-30	  2.1792e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8307e-06	  2.8307e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -1.9070	     -2.0000	    -14.6628	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	          11	       0.525	           0	           0	     6.64406	     13.6317	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3055e-08	  5.1852e-05	  1.4980e-03	  8.9595e-07	  1.5275e-03	  2.8310e-28	  4.9533e-03	  9.7478e-04	  5.6446e-32	  1.1525e-33	  1.5723e-30	  2.1703e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8308e-06	  2.8308e-06	  1.0000e+02	 -4.4241e-04	  0.0000e+00	  0.0000e+00	     -1.9000	     -2.0000	    -14.6884	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	      transp	           1	       0.025	      412883	           1	     8.38722	     11.8886	    0.010075	  2.6642e-09	  1.3487e-07	  1.8414e-04	  9.6906e-05	  1.9885e-07	  3.6204e-04	  9.5174e-03	  3.9953e-06	  1.0995e-02	  2.9887e-05	  8.0264e-05	  8.3461e-03	  2.8243e-05	  6.5122e-05	  2.4016e-08	  3.7439e-08	  1.8223e-04	  1.8223e-04	  6.9464e-03	  6.9464e-03	  5.5556e-06	  2.7548e-06	  9.9999e+01	 -8.1747e-04	  8.3504e-03	  8.3504e-03	     -2.7220	     -2.0000	     -6.0121	  3.2004e-03	 -3.9955e-04	  8.6325e-03	 -7.6749e-04	  1.6623e-02	 -1.1770e-03	  2.7460e-02	 -1.6395e-03	  2.8999e-02	 -1.7015e-03	  2.0448e-02	 -1.3519e-03	  4.0351e-03	 -4.6494e-04	  1.1340e-01	 -6.3467e-08	  1.1335e-01	 -4.6812e-05	  4.7787e+00	  6.7143e-10	  1.3042e-09	  2.0115e-09	  2.8118e-09	  2.9191e-09	  2.3138e-09	  7.8362e-10	  1.2815e-08	
           1	      transp	           2	       0.075	      412883	           1	     8.32689	      11.949	   0.0213202	  5.0096e-09	  1.9650e-07	  1.8416e-04	  6.7423e-05	  1.7727e-07	  3.6037e-04	  2.0136e-02	  3.9744e-06	  1.6644e-02	  2.6862e-05	  4.9621e-05	  1.7278e-02	  2.5949e-05	  5.7798e-05	  2.0670e-08	  3.1127e-08	  1.6376e-04	  1.6376e-04	  6.7401e-03	  6.7401e-03	  2.7506e-06	 -7.0301e-08	  9.9999e+01	 -3.3565e-04	  1.6339e-03	  1.6339e-03	     -2.3560	     -2.0000	     -6.0088	  3.2418e-03	 -3.5822e-04	  8.7127e-03	 -6.8731e-04	  1.6747e-02	 -1.0534e-03	  2.7633e-02	 -1.4668e-03	  2.9178e-02	 -1.5222e-03	  2.0590e-02	 -1.2098e-03	  4.0833e-03	 -4.1672e-04	  1.1340e-01	 -5.6805e-08	  1.1336e-01	 -4.1898e-05	  4.7787e+00	  7.0362e-10	  1.3634e-09	  2.1003e-09	  2.9337e-09	  3.0454e-09	  2.4152e-09	  8.2067e-10	  1.3382e-08	
           1	      transp	           3	       0.125	      412883	           1	     8.13885	      12.137	   0.0194581	  2.8237e-09	  2.0291e-07	  1.8416e-04	  1.0243e-04	  1.1485e-07	  3.5317e-04	  1.8867e-02	  3.9177e-06	  1.5681e-02	  3.2168e-05	  7.9087e-05	  1.6535e-02	  3.1012e-05	  6.9341e-05	  2.6312e-08	  3.9775e-08	  1.9612e-04	  1.9612e-04	  7.8053e-03	  7.8053e-03	  2.7861e-06	 -3.9804e-08	  9.9999e+01	 -4.0273e-04	  4.9562e-03	  4.9562e-03	     -2.1860	     -2.0000	     -6.7069	  3.1715e-03	 -4.2854e-04	  8.5762e-03	 -8.2385e-04	  1.6536e-02	 -1.2640e-03	  2.7339e-02	 -1.7611e-03	  2.8872e-02	 -1.8277e-03	  2.0348e-02	 -1.4520e-03	  4.0012e-03	 -4.9879e-04	  1.1340e-01	 -6.8154e-08	  1.1335e-01	 -5.0269e-05	  4.7787e+00	  7.7273e-10	  1.5035e-09	  2.3210e-09	  3.2462e-09	  3.3702e-09	  2.6704e-09	  9.0226e-10	  1.4786e-08	
           1	      transp	           4	       0.175	      412883	           1	     8.06181	      12.214	   0.0203859	  2.4570e-09	  2.1851e-07	  1.8416e-04	  1.1642e-04	  9.6459e-08	  3.5110e-04	  1.9935e-02	  3.9080e-06	  1.6131e-02	  3.3448e-05	  9.0021e-05	  1.7509e-02	  3.2223e-05	  7.2104e-05	  2.7501e-08	  4.1605e-08	  2.0391e-04	  2.0391e-04	  8.1287e-03	  8.1287e-03	  2.7913e-06	 -3.6705e-08	  9.9999e+01	 -4.1870e-04	  4.9515e-03	  4.9515e-03	     -2.0850	     -2.0000	     -6.9663	  3.1548e-03	 -4.4523e-04	  8.5437e-03	 -8.5634e-04	  1.6486e-02	 -1.3142e-03	  2.7269e-02	 -1.8313e-03	  2.8799e-02	 -1.9006e-03	  2.0290e-02	 -1.5097e-03	  3.9817e-03	 -5.1828e-04	  1.1340e-01	 -7.0857e-08	  1.1335e-01	 -5.2264e-05	  4.7787e+00	  8.0567e-10	  1.5691e-09	  2.4236e-09	  3.3907e-09	  3.5203e-09	  2.7888e-09	  9.4097e-10	  1.5439e-08	
           1	      transp	           5	       0.225	      412883	           1	      8.0024	     12.2735	    0.020431	  2.1375e-09	  2.2868e-07	  1.8416e-04	  1.3140e-04	  8.4210e-08	  3.4970e-04	  2.0111e-02	  3.9050e-06	  1.6139e-02	  3.4432e-05	  1.0225e-04	  1.7700e-02	  3.3095e-05	  7.4289e-05	  2.8409e-08	  4.3114e-08	  2.0991e-04	  2.0991e-04	  8.3638e-03	  8.3638e-03	  2.7958e-06	 -3.3343e-08	  9.9999e+01	 -4.3104e-04	  5.1656e-03	  5.1656e-03	     -2.0210	     -2.0000	     -7.1780	  3.1419e-03	 -4.5810e-04	  8.5186e-03	 -8.8140e-04	  1.6447e-02	 -1.3529e-03	  2.7215e-02	 -1.8855e-03	  2.8743e-02	 -1.9568e-03	  2.0246e-02	 -1.5542e-03	  3.9667e-03	 -5.3330e-04	  1.1340e-01	 -7.2944e-08	  1.1335e-01	 -5.3803e-05	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	           6	       0.275	      412883	           1	     6.86451	     13.4112	  0.00148096	  6.8445e-10	  1.2544e-08	  1.8413e-04	  4.8390e-03	  1.7270e-08	  6.6357e-05	  1.8355e-03	  1.0471e-06	  1.9639e-03	  2.6642e-28	  4.7041e-03	  1.3552e-03	  6.8621e-31	  1.4011e-32	  1.3000e-30	  1.7945e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8300e-06	  1.8350e-10	  1.0000e+02	 -8.2991e-12	  0.0000e+00	  0.0000e+00	     -1.9780	     -2.0000	    -13.5693	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	           7	       0.325	      412883	           1	     6.69278	      13.583	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.4279e-08	  5.1852e-05	  1.4500e-03	  8.9595e-07	  1.5275e-03	  2.8268e-28	  4.9532e-03	  9.7416e-04	  6.3146e-32	  1.2893e-33	  1.6162e-30	  2.2310e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8306e-06	  4.0853e-10	  1.0000e+02	  3.5527e-13	  0.0000e+00	  0.0000e+00	     -1.9490	     -2.0000	    -14.5095	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	           8	       0.375	      412883	           1	     6.67389	     13.6019	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3786e-08	  5.1852e-05	  1.4680e-03	  8.9595e-07	  1.5275e-03	  2.8284e-28	  4.9532e-03	  9.7441e-04	  6.0459e-32	  1.2344e-33	  1.5995e-30	  2.2079e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8307e-06	  2.5033e-10	  1.0000e+02	  2.4158e-13	  0.0000e+00	  0.0000e+00	     -1.9300	     -2.0000	    -14.5788	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	           9	       0.425	      412883	           1	     6.65997	     13.6158	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3438e-08	  5.1852e-05	  1.4818e-03	  8.9595e-07	  1.5275e-03	  2.8296e-28	  4.9532e-03	  9.7459e-04	  5.8552e-32	  1.1955e-33	  1.5869e-30	  2.1905e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8308e-06	  1.7728e-10	  1.0000e+02	  1.7053e-13	  0.0000e+00	  0.0000e+00	     -1.9160	     -2.0000	    -14.6299	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	          10	       0.475	      412883	           1	     6.65102	     13.6247	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3221e-08	  5.1852e-05	  1.4908e-03	  8.9595e-07	  1.5275e-03	  2.8304e-28	  4.9532e-03	  9.7470e-04	  5.7358e-32	  1.1711e-33	  1.5787e-30	  2.1792e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8308e-06	  1.0976e-10	  1.0000e+02	  1.1369e-13	  0.0000e+00	  0.0000e+00	     -1.9070	     -2.0000	    -14.6628	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	          11	       0.525	      412883	           1	     6.64406	     13.6317	  0.00106733	  6.9379e-10	  1.7051e-09	  1.8413e-04	  5.0688e-03	  1.3055e-08	  5.1852e-05	  1.4980e-03	  8.9595e-07	  1.5275e-03	  2.8310e-28	  4.9533e-03	  9.7478e-04	  5.6446e-32	  1.1525e-33	  1.5723e-30	  2.1703e-32	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.8309e-06	  8.6660e-11	  1.0000e+02	  7.1054e-14	  0.0000e+00	  0.0000e+00	     -1.9000	     -2.0000	    -14.6884	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  4.7787e+00	  8.3201e-10	  1.6217e-09	  2.5057e-09	  3.5065e-09	  3.6406e-09	  2.8836e-09	  9.7192e-10	  1.5962e-08	
           1	      transp	           1	       0.025	      825766	           2	     8.38219	     11.8936	  0.00993746	  2.5440e-09	  1.3488e-07	  1.8414e-04	  9.8803e-05	  1.9650e-07	  3.6177e-04	  9.3955e-03	  3.9927e-06	  1.0925e-02	  5.5061e-05	  8.2051e-05	  8.2474e-03	  5.1997e-05	  1.1996e-04	  4.2953e-08	  6.6999e-08	  3.3572e-04	  1.5349e-04	  1.2978e-02	  6.0315e-03	  8.2639e-06	  2.7083e-06	  9.9998e+01	 -7.5782e-04	  1.3280e-02	  4.9293e-03	     -2.7220	     -2.0000	     -6.0334	  2.8747e-03	 -3.2571e-04	  7.9935e-03	 -6.3898e-04	  1.5632e-02	 -9.9060e-04	  2.6071e-02	 -1.3891e-03	  2.7556e-02	 -1.4425e-03	  1.9307e-02	 -1.1410e-03	  3.6539e-03	 -3.8114e-04	  1.1340e-01	 -5.3374e-08	  1.1331e-01	 -3.9368e-05	  9.5575e+00	  6.2661e-10	  1.2422e-09	  1.9358e-09	  2.7234e-09	  2.8290e-09	  2.2328e-09	  7.3530e-10	  1.2325e-08	
           1	      transp	           2	       0.075	      825766	           2	     8.46393	      11.812	   0.0320257	  1.1337e-08	  2.3397e-07	  1.8417e-04	  4.2933e-05	  2.4661e-07	  3.6906e-04	  2.9312e-02	  4.0543e-06	  2.2015e-02	  4.8312e-05	  2.7865e-05	  2.4055e-02	  4.6938e-05	  1.0365e-04	  3.6453e-08	  5.4422e-08	  2.9452e-04	  1.3076e-04	  1.2134e-02	  5.3944e-03	  2.7570e-06	  6.3393e-09	  9.9999e+01	 -2.6798e-04	  1.7282e-03	  9.4363e-05	     -2.3560	     -2.0000	     -5.3873	  2.9634e-03	 -2.7842e-04	  8.1687e-03	 -5.4400e-04	  1.5905e-02	 -8.4161e-04	  2.6454e-02	 -1.1787e-03	  2.7954e-02	 -1.2239e-03	  1.9621e-02	 -9.6887e-04	  3.7578e-03	 -3.2545e-04	  1.1340e-01	 -4.5353e-08	  1.1332e-01	 -3.3452e-05	  9.5575e+00	  6.1395e-10	  1.2100e-09	  1.8802e-09	  2.6403e-09	  2.7422e-09	  2.1669e-09	  7.1932e-10	  1.1973e-08	
